CellID,Sample
231965,WD-76845-097
1028951,WD-76845-097
1236299,WD-76845-097
169464,WD-76845-097
1097406,WD-76845-097
767648,WD-76845-097
166449,WD-76845-097
178176,WD-76845-097
265066,WD-76845-097
658849,WD-76845-097
853645,WD-76845-097
286620,WD-76845-097
755913,WD-76845-097
1094643,WD-76845-097
1133273,WD-76845-097
250073,WD-76845-097
197298,WD-76845-097
223874,WD-76845-097
719699,WD-76845-097
646371,WD-76845-097
720630,WD-76845-097
1177306,WD-76845-097
290173,WD-76845-097
875053,WD-76845-097
730799,WD-76845-097
333947,WD-76845-097
511240,WD-76845-097
178252,WD-76845-097
772278,WD-76845-097
798510,WD-76845-097
646836,WD-76845-097
691214,WD-76845-097
727738,WD-76845-097
720688,WD-76845-097
783067,WD-76845-097
252610,WD-76845-097
174402,WD-76845-097
770700,WD-76845-097
254127,WD-76845-097
701287,WD-76845-097
225674,WD-76845-097
224275,WD-76845-097
320770,WD-76845-097
802983,WD-76845-097
168054,WD-76845-097
637467,WD-76845-097
1233378,WD-76845-097
246335,WD-76845-097
248831,WD-76845-097
165219,WD-76845-097
621275,WD-76845-097
318507,WD-76845-097
604901,WD-76845-097
1031185,WD-76845-097
707450,WD-76845-097
311691,WD-76845-097
990346,WD-76845-097
265936,WD-76845-097
222275,WD-76845-097
265983,WD-76845-097
167815,WD-76845-097
267919,WD-76845-097
1012511,WD-76845-097
237872,WD-76845-097
1003388,WD-76845-097
1237080,WD-76845-097
777489,WD-76845-097
170219,WD-76845-097
628613,WD-76845-097
845427,WD-76845-097
226642,WD-76845-097
735777,WD-76845-097
229342,WD-76845-097
1084723,WD-76845-097
292650,WD-76845-097
269373,WD-76845-097
1030591,WD-76845-097
837435,WD-76845-097
967891,WD-76845-097
807234,WD-76845-097
170349,WD-76845-097
944514,WD-76845-097
771953,WD-76845-097
289960,WD-76845-097
766069,WD-76845-097
232969,WD-76845-097
224272,WD-76845-097
746888,WD-76845-097
595884,WD-76845-097
1007940,WD-76845-097
671997,WD-76845-097
221644,WD-76845-097
715723,WD-76845-097
591637,WD-76845-097
233011,WD-76845-097
655551,WD-76845-097
771259,WD-76845-097
269167,WD-76845-097
625513,WD-76845-097
178217,WD-76845-097
866208,WD-76845-097
1124557,WD-76845-097
1160266,WD-76845-097
207155,WD-76845-097
680435,WD-76845-097
180842,WD-76845-097
207422,WD-76845-097
552158,WD-76845-097
224003,WD-76845-097
292983,WD-76845-097
753522,WD-76845-097
739890,WD-76845-097
718156,WD-76845-097
709952,WD-76845-097
777214,WD-76845-097
268734,WD-76845-097
196588,WD-76845-097
229956,WD-76845-097
757561,WD-76845-097
224522,WD-76845-097
314061,WD-76845-097
307459,WD-76845-097
609690,WD-76845-097
777000,WD-76845-097
165653,WD-76845-097
226182,WD-76845-097
254276,WD-76845-097
227754,WD-76845-097
837900,WD-76845-097
700898,WD-76845-097
195137,WD-76845-097
221349,WD-76845-097
713658,WD-76845-097
205211,WD-76845-097
175467,WD-76845-097
697798,WD-76845-097
207150,WD-76845-097
729220,WD-76845-097
711561,WD-76845-097
224066,WD-76845-097
711031,WD-76845-097
315916,WD-76845-097
265599,WD-76845-097
890981,WD-76845-097
212691,WD-76845-097
173626,WD-76845-097
218420,WD-76845-097
679540,WD-76845-097
246779,WD-76845-097
194788,WD-76845-097
728625,WD-76845-097
730297,WD-76845-097
623009,WD-76845-097
768647,WD-76845-097
298321,WD-76845-097
202000,WD-76845-097
217604,WD-76845-097
252263,WD-76845-097
736711,WD-76845-097
1036240,WD-76845-097
228425,WD-76845-097
229456,WD-76845-097
701231,WD-76845-097
785988,WD-76845-097
194921,WD-76845-097
899591,WD-76845-097
725287,WD-76845-097
756736,WD-76845-097
222815,WD-76845-097
704280,WD-76845-097
810904,WD-76845-097
713965,WD-76845-097
686150,WD-76845-097
268136,WD-76845-097
250695,WD-76845-097
958358,WD-76845-097
769050,WD-76845-097
766744,WD-76845-097
208688,WD-76845-097
652314,WD-76845-097
693136,WD-76845-097
917785,WD-76845-097
729792,WD-76845-097
170851,WD-76845-097
731706,WD-76845-097
776652,WD-76845-097
1096364,WD-76845-097
463476,WD-76845-097
209619,WD-76845-097
1020855,WD-76845-097
221236,WD-76845-097
305581,WD-76845-097
719575,WD-76845-097
1020483,WD-76845-097
726117,WD-76845-097
1076031,WD-76845-097
709839,WD-76845-097
305580,WD-76845-097
858272,WD-76845-097
205212,WD-76845-097
246788,WD-76845-097
735399,WD-76845-097
203033,WD-76845-097
191409,WD-76845-097
219472,WD-76845-097
675752,WD-76845-097
846190,WD-76845-097
1099408,WD-76845-097
765650,WD-76845-097
804547,WD-76845-097
250644,WD-76845-097
237028,WD-76845-097
773089,WD-76845-097
750496,WD-76845-097
227262,WD-76845-097
228635,WD-76845-097
263228,WD-76845-097
787855,WD-76845-097
210619,WD-76845-097
179047,WD-76845-097
263093,WD-76845-097
224326,WD-76845-097
165823,WD-76845-097
866907,WD-76845-097
244817,WD-76845-097
179327,WD-76845-097
681814,WD-76845-097
275851,WD-76845-097
719996,WD-76845-097
235801,WD-76845-097
248005,WD-76845-097
250314,WD-76845-097
700026,WD-76845-097
1190802,WD-76845-097
214021,WD-76845-097
248833,WD-76845-097
265937,WD-76845-097
823928,WD-76845-097
702860,WD-76845-097
174599,WD-76845-097
1115998,WD-76845-097
582453,WD-76845-097
220283,WD-76845-097
256027,WD-76845-097
174343,WD-76845-097
228195,WD-76845-097
191019,WD-76845-097
773825,WD-76845-097
228141,WD-76845-097
776392,WD-76845-097
229079,WD-76845-097
663174,WD-76845-097
783065,WD-76845-097
294991,WD-76845-097
249981,WD-76845-097
216468,WD-76845-097
828111,WD-76845-097
815898,WD-76845-097
1085687,WD-76845-097
552682,WD-76845-097
652108,WD-76845-097
717822,WD-76845-097
842945,WD-76845-097
167943,WD-76845-097
734853,WD-76845-097
676418,WD-76845-097
1100939,WD-76845-097
176609,WD-76845-097
201743,WD-76845-097
997273,WD-76845-097
772357,WD-76845-097
827606,WD-76845-097
483967,WD-76845-097
692784,WD-76845-097
757081,WD-76845-097
299918,WD-76845-097
221537,WD-76845-097
910635,WD-76845-097
195270,WD-76845-097
692653,WD-76845-097
695397,WD-76845-097
250552,WD-76845-097
167486,WD-76845-097
798307,WD-76845-097
260181,WD-76845-097
691607,WD-76845-097
231000,WD-76845-097
933730,WD-76845-097
305827,WD-76845-097
253872,WD-76845-097
180322,WD-76845-097
303815,WD-76845-097
205837,WD-76845-097
623674,WD-76845-097
758207,WD-76845-097
309157,WD-76845-097
213688,WD-76845-097
597839,WD-76845-097
1028186,WD-76845-097
203713,WD-76845-097
675193,WD-76845-097
716752,WD-76845-097
701496,WD-76845-097
1095413,WD-76845-097
204644,WD-76845-097
650936,WD-76845-097
636007,WD-76845-097
301266,WD-76845-097
977051,WD-76845-097
216902,WD-76845-097
174139,WD-76845-097
806865,WD-76845-097
165920,WD-76845-097
273212,WD-76845-097
319879,WD-76845-097
806072,WD-76845-097
645586,WD-76845-097
171837,WD-76845-097
221062,WD-76845-097
277073,WD-76845-097
666740,WD-76845-097
229244,WD-76845-097
264960,WD-76845-097
311184,WD-76845-097
258531,WD-76845-097
920976,WD-76845-097
656818,WD-76845-097
618250,WD-76845-097
954750,WD-76845-097
225919,WD-76845-097
230994,WD-76845-097
225326,WD-76845-097
270821,WD-76845-097
748312,WD-76845-097
255344,WD-76845-097
814729,WD-76845-097
908040,WD-76845-097
248827,WD-76845-097
272950,WD-76845-097
717265,WD-76845-097
227113,WD-76845-097
381853,WD-76845-097
405620,WD-76845-097
783475,WD-76845-097
172795,WD-76845-097
482003,WD-76845-097
218309,WD-76845-097
734352,WD-76845-097
959825,WD-76845-097
1103958,WD-76845-097
232803,WD-76845-097
330364,WD-76845-097
555772,WD-76845-097
233400,WD-76845-097
723150,WD-76845-097
698471,WD-76845-097
295675,WD-76845-097
680496,WD-76845-097
941076,WD-76845-097
615217,WD-76845-097
255005,WD-76845-097
818433,WD-76845-097
322512,WD-76845-097
1018714,WD-76845-097
223778,WD-76845-097
711920,WD-76845-097
748891,WD-76845-097
913510,WD-76845-097
1016870,WD-76845-097
227494,WD-76845-097
1096026,WD-76845-097
1077732,WD-76845-097
700612,WD-76845-097
270818,WD-76845-097
1005862,WD-76845-097
661876,WD-76845-097
603589,WD-76845-097
260065,WD-76845-097
327904,WD-76845-097
781130,WD-76845-097
293872,WD-76845-097
232627,WD-76845-097
947705,WD-76845-097
215085,WD-76845-097
553156,WD-76845-097
720505,WD-76845-097
246619,WD-76845-097
688569,WD-76845-097
277525,WD-76845-097
1117197,WD-76845-097
1008093,WD-76845-097
627859,WD-76845-097
245131,WD-76845-097
260540,WD-76845-097
206057,WD-76845-097
695974,WD-76845-097
307296,WD-76845-097
1074852,WD-76845-097
265986,WD-76845-097
767651,WD-76845-097
228424,WD-76845-097
1065611,WD-76845-097
758642,WD-76845-097
234186,WD-76845-097
203421,WD-76845-097
750830,WD-76845-097
773750,WD-76845-097
246841,WD-76845-097
632947,WD-76845-097
225513,WD-76845-097
288602,WD-76845-097
738561,WD-76845-097
769162,WD-76845-097
613418,WD-76845-097
948931,WD-76845-097
364697,WD-76845-097
621868,WD-76845-097
1002210,WD-76845-097
222657,WD-76845-097
701937,WD-76845-097
237959,WD-76845-097
1076906,WD-76845-097
731456,WD-76845-097
1037242,WD-76845-097
773563,WD-76845-097
725157,WD-76845-097
364476,WD-76845-097
627544,WD-76845-097
717549,WD-76845-097
770204,WD-76845-097
771062,WD-76845-097
744148,WD-76845-097
694519,WD-76845-097
721737,WD-76845-097
395129,WD-76845-097
870175,WD-76845-097
990810,WD-76845-097
678844,WD-76845-097
768093,WD-76845-097
778427,WD-76845-097
204856,WD-76845-097
166185,WD-76845-097
753963,WD-76845-097
298582,WD-76845-097
279326,WD-76845-097
229070,WD-76845-097
308243,WD-76845-097
766568,WD-76845-097
234515,WD-76845-097
1007168,WD-76845-097
213895,WD-76845-097
692659,WD-76845-097
687864,WD-76845-097
795091,WD-76845-097
1102942,WD-76845-097
747481,WD-76845-097
657721,WD-76845-097
708108,WD-76845-097
708054,WD-76845-097
236464,WD-76845-097
262198,WD-76845-097
724119,WD-76845-097
249740,WD-76845-097
443068,WD-76845-097
177242,WD-76845-097
177428,WD-76845-097
312331,WD-76845-097
216316,WD-76845-097
815238,WD-76845-097
172791,WD-76845-097
195358,WD-76845-097
622483,WD-76845-097
670180,WD-76845-097
1086364,WD-76845-097
221288,WD-76845-097
556641,WD-76845-097
308696,WD-76845-097
277398,WD-76845-097
271939,WD-76845-097
317603,WD-76845-097
673385,WD-76845-097
872968,WD-76845-097
321129,WD-76845-097
294608,WD-76845-097
845218,WD-76845-097
328388,WD-76845-097
775155,WD-76845-097
815897,WD-76845-097
546811,WD-76845-097
229749,WD-76845-097
705955,WD-76845-097
731552,WD-76845-097
171948,WD-76845-097
707262,WD-76845-097
209945,WD-76845-097
204126,WD-76845-097
1070422,WD-76845-097
755537,WD-76845-097
618638,WD-76845-097
227374,WD-76845-097
269579,WD-76845-097
164516,WD-76845-097
316747,WD-76845-097
632791,WD-76845-097
182895,WD-76845-097
225619,WD-76845-097
196746,WD-76845-097
752471,WD-76845-097
1037984,WD-76845-097
777493,WD-76845-097
705146,WD-76845-097
556596,WD-76845-097
699677,WD-76845-097
773342,WD-76845-097
325033,WD-76845-097
688876,WD-76845-097
549698,WD-76845-097
194243,WD-76845-097
218375,WD-76845-097
174456,WD-76845-097
418351,WD-76845-097
202985,WD-76845-097
166200,WD-76845-097
366454,WD-76845-097
214679,WD-76845-097
708988,WD-76845-097
720224,WD-76845-097
254348,WD-76845-097
199531,WD-76845-097
195685,WD-76845-097
218149,WD-76845-097
717659,WD-76845-097
717986,WD-76845-097
838781,WD-76845-097
1034067,WD-76845-097
240641,WD-76845-097
269284,WD-76845-097
725426,WD-76845-097
247907,WD-76845-097
659795,WD-76845-097
193420,WD-76845-097
219941,WD-76845-097
323280,WD-76845-097
200815,WD-76845-097
732193,WD-76845-097
709380,WD-76845-097
220560,WD-76845-097
631271,WD-76845-097
244879,WD-76845-097
1211664,WD-76845-097
1080219,WD-76845-097
768155,WD-76845-097
225825,WD-76845-097
272044,WD-76845-097
730619,WD-76845-097
197572,WD-76845-097
790273,WD-76845-097
1081297,WD-76845-097
166678,WD-76845-097
610156,WD-76845-097
1181844,WD-76845-097
822638,WD-76845-097
687356,WD-76845-097
253495,WD-76845-097
224428,WD-76845-097
982653,WD-76845-097
871895,WD-76845-097
178174,WD-76845-097
810470,WD-76845-097
320769,WD-76845-097
550560,WD-76845-097
1187861,WD-76845-097
724441,WD-76845-097
234409,WD-76845-097
680419,WD-76845-097
856208,WD-76845-097
299412,WD-76845-097
355901,WD-76845-097
556890,WD-76845-097
717394,WD-76845-097
271080,WD-76845-097
215776,WD-76845-097
740632,WD-76845-097
778726,WD-76845-097
803608,WD-76845-097
323576,WD-76845-097
245551,WD-76845-097
238024,WD-76845-097
745974,WD-76845-097
759365,WD-76845-097
310234,WD-76845-097
330195,WD-76845-097
165323,WD-76845-097
193464,WD-76845-097
832231,WD-76845-097
961146,WD-76845-097
779314,WD-76845-097
273403,WD-76845-097
290738,WD-76845-097
760793,WD-76845-097
291747,WD-76845-097
927327,WD-76845-097
168167,WD-76845-097
1096453,WD-76845-097
1025000,WD-76845-097
268906,WD-76845-097
324502,WD-76845-097
265699,WD-76845-097
693916,WD-76845-097
342323,WD-76845-097
774208,WD-76845-097
166929,WD-76845-097
175344,WD-76845-097
241057,WD-76845-097
268138,WD-76845-097
174526,WD-76845-097
720875,WD-76845-097
552519,WD-76845-097
576155,WD-76845-097
1108383,WD-76845-097
215024,WD-76845-097
765830,WD-76845-097
692637,WD-76845-097
220338,WD-76845-097
630411,WD-76845-097
333161,WD-76845-097
529903,WD-76845-097
259643,WD-76845-097
736429,WD-76845-097
1070401,WD-76845-097
776585,WD-76845-097
193785,WD-76845-097
1016392,WD-76845-097
509800,WD-76845-097
1025173,WD-76845-097
821227,WD-76845-097
728443,WD-76845-097
397418,WD-76845-097
323166,WD-76845-097
1014307,WD-76845-097
972152,WD-76845-097
214810,WD-76845-097
267470,WD-76845-097
216842,WD-76845-097
174563,WD-76845-097
1097633,WD-76845-097
231732,WD-76845-097
225332,WD-76845-097
221018,WD-76845-097
423799,WD-76845-097
394727,WD-76845-097
537359,WD-76845-097
981306,WD-76845-097
608940,WD-76845-097
1006851,WD-76845-097
265386,WD-76845-097
665096,WD-76845-097
692291,WD-76845-097
312726,WD-76845-097
191411,WD-76845-097
760343,WD-76845-097
207917,WD-76845-097
1002873,WD-76845-097
724897,WD-76845-097
610778,WD-76845-097
176838,WD-76845-097
258519,WD-76845-097
206495,WD-76845-097
731135,WD-76845-097
718322,WD-76845-097
742009,WD-76845-097
176870,WD-76845-097
221974,WD-76845-097
299909,WD-76845-097
1019122,WD-76845-097
253545,WD-76845-097
178545,WD-76845-097
301189,WD-76845-097
712391,WD-76845-097
824577,WD-76845-097
398210,WD-76845-097
731562,WD-76845-097
680864,WD-76845-097
785137,WD-76845-097
526775,WD-76845-097
716315,WD-76845-097
913838,WD-76845-097
175956,WD-76845-097
254579,WD-76845-097
771583,WD-76845-097
287992,WD-76845-097
1101762,WD-76845-097
171797,WD-76845-097
620904,WD-76845-097
196748,WD-76845-097
1048744,WD-76845-097
767161,WD-76845-097
288058,WD-76845-097
178509,WD-76845-097
300330,WD-76845-097
939348,WD-76845-097
278255,WD-76845-097
1041132,WD-76845-097
762767,WD-76845-097
179994,WD-76845-097
1165913,WD-76845-097
269106,WD-76845-097
917132,WD-76845-097
176837,WD-76845-097
841964,WD-76845-097
766484,WD-76845-097
859165,WD-76845-097
225002,WD-76845-097
680861,WD-76845-097
988251,WD-76845-097
780804,WD-76845-097
758637,WD-76845-097
164690,WD-76845-097
710670,WD-76845-097
771080,WD-76845-097
1005470,WD-76845-097
347314,WD-76845-097
824933,WD-76845-097
691910,WD-76845-097
232749,WD-76845-097
183874,WD-76845-097
686507,WD-76845-097
616399,WD-76845-097
599005,WD-76845-097
720346,WD-76845-097
249395,WD-76845-097
641926,WD-76845-097
177507,WD-76845-097
896986,WD-76845-097
292552,WD-76845-097
660983,WD-76845-097
803489,WD-76845-097
174702,WD-76845-097
536766,WD-76845-097
227953,WD-76845-097
272441,WD-76845-097
282122,WD-76845-097
276588,WD-76845-097
607748,WD-76845-097
490268,WD-76845-097
338465,WD-76845-097
269156,WD-76845-097
468376,WD-76845-097
863055,WD-76845-097
734971,WD-76845-097
718110,WD-76845-097
246124,WD-76845-097
242664,WD-76845-097
258533,WD-76845-097
269929,WD-76845-097
